user_id,session_id,timestamp,key,press_time,release_time,dwell_time,flight_time,pause_duration,backspace,error_flag,typing_speed,state
user_05,user_05_sess_01,1710003259088,Key.j,1710003259088.49,1710003259214.75,126.26,151.25,0.0,0,0,43.2,High_Workload
user_05,user_05_sess_01,1710003259468,Key.m,1710003259468.38,1710003259552.61,84.23,253.63,0.0,0,0,35.5,High_Workload
user_05,user_05_sess_01,1710003259670,Key.shift,1710003259670.04,1710003259772.47,102.43,117.43,0.0,0,0,54.6,High_Workload
user_05,user_05_sess_01,1710003259954,Key.f,1710003259954.72,1710003260024.5,69.78,182.25,0.0,0,0,47.6,High_Workload
user_05,user_05_sess_01,1710003260168,Key.s,1710003260168.07,1710003260263.07,95.0,143.57,0.0,0,0,50.3,High_Workload
user_05,user_05_sess_01,1710003260488,Key.enter,1710003260488.92,1710003260564.3,75.38,225.85,0.0,0,0,39.8,High_Workload
user_05,user_05_sess_01,1710003260714,Key.backspace,1710003260714.78,1710003260807.77,92.99,150.48,0.0,1,1,49.3,High_Workload
user_05,user_05_sess_01,1710003260993,Key.shift,1710003260993.21,1710003261074.98,81.78,185.44,0.0,0,0,44.9,High_Workload
user_05,user_05_sess_01,1710003261280,Key.t,1710003261280.42,1710003261391.32,110.9,205.43,0.0,0,0,37.9,High_Workload
user_05,user_05_sess_01,1710003261596,Key.backspace,1710003261596.87,1710003261689.66,92.8,205.55,0.0,0,0,40.2,High_Workload
user_05,user_05_sess_01,1710003261848,Key.f,1710003261848.15,1710003261897.67,49.52,158.48,0.0,0,0,57.7,High_Workload
user_05,user_05_sess_01,1710003262149,Key.k,1710003262149.43,1710003262199.38,49.94,251.76,0.0,0,0,39.8,High_Workload
user_05,user_05_sess_01,1710003262429,Key.enter,1710003262429.25,1710003262482.27,53.02,229.87,0.0,0,0,42.4,High_Workload
user_05,user_05_sess_01,1710003262693,Key.b,1710003262693.48,1710003262745.46,51.98,211.21,0.0,0,0,45.6,High_Workload
user_05,user_05_sess_02,1710002499775,Key.h,1710002499775.53,1710002499848.93,73.39,206.53,0.0,0,0,42.9,High_Workload
user_05,user_05_sess_02,1710002500037,Key.m,1710002500037.84,1710002500135.34,97.49,188.92,0.0,0,0,41.9,High_Workload
user_05,user_05_sess_02,1710002500227,Key.space,1710002500227.9,1710002500348.91,121.01,92.56,0.0,0,0,56.2,High_Workload
user_05,user_05_sess_02,1710002500564,Key.g,1710002500564.92,1710002500620.66,55.73,216.01,0.0,0,0,44.2,High_Workload
user_05,user_05_sess_02,1710002500802,Key.space,1710002500802.87,1710002500864.07,61.2,182.22,0.0,0,0,49.3,High_Workload
user_05,user_05_sess_02,1710002501073,Key.u,1710002501073.39,1710002501124.05,50.67,209.32,0.0,0,0,46.2,High_Workload
user_05,user_05_sess_02,1710002501313,Key.r,1710002501313.32,1710002501425.92,112.6,189.27,0.0,0,0,39.8,High_Workload
user_05,user_05_sess_02,1710002501650,Key.u,1710002501650.32,1710002501734.93,84.61,224.39,0.0,0,0,38.8,High_Workload
user_05,user_05_sess_02,1710002501917,Key.q,1710002501917.38,1710002502047.07,129.69,182.45,0.0,0,0,38.4,High_Workload
user_05,user_05_sess_02,1710002502154,Key.backspace,1710002502154.13,1710002502241.03,86.91,107.06,0.0,1,1,61.9,High_Workload
user_05,user_05_sess_02,1710002502405,Key.backspace,1710002502405.63,1710002502494.95,89.32,164.6,0.0,0,0,47.3,High_Workload
user_05,user_05_sess_02,1710002502727,Key.w,1710002502727.22,1710002502803.17,75.95,232.27,0.0,0,0,38.9,High_Workload
user_05,user_05_sess_02,1710002502931,Key.k,1710002502931.79,1710002503022.12,90.33,128.62,0.0,0,0,54.8,High_Workload
user_05,user_05_sess_02,1710002503207,Key.o,1710002503207.79,1710002503256.2,48.41,185.66,0.0,0,0,51.3,High_Workload
user_05,user_05_sess_02,1710002503450,Key.i,1710002503450.47,1710002503520.11,69.64,194.27,0.0,0,0,45.5,High_Workload
user_05,user_05_sess_02,1710002503673,Key.e,1710002503673.4,1710002503760.14,86.74,153.29,0.0,0,0,50.0,High_Workload
user_05,user_05_sess_02,1710002503938,Key.g,1710002503938.42,1710002504021.66,83.24,178.28,0.0,0,0,45.9,High_Workload
user_05,user_05_sess_02,1710002504292,Key.n,1710002504292.26,1710002504355.26,63.0,270.6,0.0,0,0,36.0,High_Workload
user_05,user_05_sess_02,1710002504579,Key.space,1710002504579.3,1710002504670.68,91.38,224.04,0.0,0,0,38.0,High_Workload
user_05,user_05_sess_02,1710002504837,Key.m,1710002504837.62,1710002504912.08,74.46,166.94,0.0,0,0,49.7,High_Workload
user_05,user_05_sess_02,1710002505094,Key.t,1710002505094.16,1710002505150.41,56.25,182.08,0.0,0,0,50.3,High_Workload
user_05,user_05_sess_02,1710002505385,Key.a,1710002505385.43,1710002505477.88,92.45,235.02,0.0,0,0,36.6,High_Workload
user_05,user_05_sess_02,1710002505683,Key.u,1710002505683.95,1710002505778.96,95.01,206.07,0.0,0,0,39.9,High_Workload
user_05,user_05_sess_02,1710002506004,Key.backspace,1710002506004.96,1710002506109.35,104.39,226.0,0.0,1,1,36.3,High_Workload
user_05,user_05_sess_02,1710002506303,Key.m,1710002506303.4,1710002506377.81,74.41,194.05,0.0,0,0,44.7,High_Workload
